employee_id,dept_id,level,hire_date,exit_date,is_active,annual_salary_inr,engagement_score,performance_rating,manager_changes_last_2yrs,work_mode,gender
E10335,1,Manager,2024-11-20,,True,2059000,3.0,4,0,Onsite,Male
E10336,6,VP,2023-05-08,,True,5869000,5.0,3,0,Remote,Female
E10337,5,Senior Associate,2026-03-20,2026-04-21,False,1796000,3.74,3,0,Hybrid,Female
E10338,2,Director,2022-08-01,,True,4650000,3.5,5,1,Onsite,Male
E10339,1,Analyst,2019-01-01,,True,806000,4.27,5,0,Hybrid,Male
E10340,2,Associate,2023-07-31,,True,1128000,3.77,5,0,Hybrid,Female
E10341,2,Analyst,2026-01-15,,True,665000,3.88,5,0,Remote,Other
E10342,1,Analyst,2023-07-13,,True,776000,5.0,2,1,Onsite,Female
E10343,2,Analyst,2021-07-18,,True,662000,3.41,4,2,Hybrid,Male
E10344,2,Senior Associate,2024-09-20,,True,1509000,3.38,3,0,Onsite,Female
E10345,4,Manager,2019-04-12,,True,2308000,3.68,5,0,Onsite,Female
E10346,4,Senior Associate,2022-12-08,,True,1589000,4.35,3,0,Onsite,Female
E10347,1,Analyst,2019-01-01,,True,659000,2.55,3,0,Hybrid,Female
E10348,2,Manager,2023-03-04,,True,1915000,2.22,3,0,Hybrid,Male
E10349,4,Senior Associate,2026-01-07,,True,1710000,3.19,3,0,Onsite,Male
E10350,3,Associate,2025-03-27,,True,1154000,2.46,2,0,Hybrid,Female
E10351,6,Senior Associate,2025-09-24,,True,1347000,3.3,4,1,Onsite,Female
E10352,5,Analyst,2019-01-01,,True,661000,3.95,4,4,Onsite,Male
E10353,1,Associate,2021-08-18,,True,1212000,2.98,2,0,Hybrid,Female
E10354,1,Senior Manager,2022-08-27,2026-06-09,False,3391000,2.6,4,1,Onsite,Female
E10355,5,Associate,2025-04-12,2026-02-22,False,1249000,3.65,4,2,Hybrid,Female
E10356,1,Associate,2025-10-21,,True,989000,4.2,3,0,Onsite,Female
E10357,4,Senior Manager,2021-09-08,,True,3105000,2.41,3,0,Onsite,Female
E10358,7,Senior Associate,2024-04-23,,True,1425000,4.17,4,0,Hybrid,Female
E10359,4,Analyst,2025-08-17,,True,783000,4.17,4,0,Hybrid,Female
E10360,2,Analyst,2023-03-26,,True,658000,4.27,3,1,Onsite,Male
E10361,5,Analyst,2026-05-11,,True,661000,4.45,4,0,Hybrid,Male
E10362,2,Senior Associate,2025-02-25,,True,1341000,5.0,2,2,Hybrid,Male
E10363,3,Associate,2024-05-06,,True,1143000,3.35,3,0,Hybrid,Male
E10364,7,Analyst,2025-12-14,,True,751000,3.68,3,2,Onsite,Male
E10365,2,Director,2019-01-01,,True,4688000,3.31,3,0,Hybrid,Female
E10366,7,Senior Associate,2025-09-13,2025-12-26,False,1751000,3.6,4,1,Hybrid,Female
E10367,7,Analyst,2026-01-09,,True,811000,4.67,5,0,Onsite,Male
E10368,1,Associate,2025-09-21,,True,1062000,2.66,3,0,Remote,Female
E10369,1,Senior Associate,2021-07-03,,True,1805000,3.0,3,2,Remote,Male
E10370,1,Analyst,2024-08-11,,True,742000,4.56,4,0,Remote,Male
E10371,1,Analyst,2023-08-29,,True,658000,4.31,4,3,Hybrid,Female
E10372,1,Manager,2026-06-05,,True,2620000,3.35,4,0,Hybrid,Male
E10373,5,Associate,2026-05-19,,True,908000,4.2,4,0,Hybrid,Female
E10374,1,Senior Associate,2024-06-27,,True,1584000,3.84,3,1,Hybrid,Male
E10375,1,Associate,2020-09-19,,True,1008000,4.65,4,0,Hybrid,Male
E10376,6,Analyst,2019-02-14,,True,753000,3.65,2,0,Hybrid,Female
E10377,1,Analyst,2026-03-11,,True,767000,4.32,3,0,Onsite,Male
E10378,6,Associate,2023-11-12,,True,984000,5.0,3,1,Onsite,Female
E10379,1,Analyst,2019-01-01,2019-09-29,False,766000,4.02,3,2,Remote,Male
E10380,1,Analyst,2024-10-28,,True,815000,3.63,5,3,Onsite,Male
E10381,5,Manager,2020-06-20,,True,2086000,4.11,4,0,Hybrid,Female
E10382,4,VP,2026-01-04,,True,6722000,3.34,2,0,Remote,Female
E10383,6,Manager,2019-01-01,,True,2087000,5.0,3,1,Hybrid,Male
E10384,5,Senior Manager,2021-10-03,,True,3443000,3.73,3,1,Remote,Male
E10385,6,Analyst,2019-01-01,,True,808000,3.41,3,0,Hybrid,Female
E10386,1,Director,2022-08-27,,True,5061000,3.02,4,1,Onsite,Male
E10387,1,Analyst,2024-12-16,,True,672000,4.37,5,1,Hybrid,Male
E10388,5,Director,2019-01-01,,True,3888000,4.21,5,0,Onsite,Female
E10389,6,VP,2025-05-26,,True,6122000,3.25,4,0,Onsite,Male
E10390,7,Senior Associate,2025-02-14,,True,1387000,4.0,4,0,Onsite,Male
E10391,2,VP,2022-05-22,,True,7063000,2.54,3,0,Onsite,Male
E10392,2,Senior Associate,2021-07-24,,True,1798000,3.73,3,0,Onsite,Female
E10393,5,Analyst,2019-01-01,,True,718000,3.92,3,0,Onsite,Female
E10394,2,Associate,2025-09-19,2025-11-04,False,1235000,4.8,3,0,Hybrid,Female
E10395,7,Senior Associate,2021-01-18,,True,1324000,3.06,4,0,Hybrid,Male
E10396,6,Analyst,2021-12-05,2025-07-09,False,857000,2.71,3,1,Onsite,Male
E10397,2,Senior Associate,2026-04-10,,True,1397000,2.97,3,1,Onsite,Male
E10398,5,VP,2024-10-30,2025-03-31,False,7926000,2.66,3,2,Hybrid,Male
E10399,5,Analyst,2025-05-14,2026-04-19,False,644000,4.54,5,3,Hybrid,Male
E10400,1,Manager,2025-04-06,,True,2587000,4.68,3,0,Remote,Male
E10401,7,Senior Manager,2019-01-01,,True,2814000,3.82,4,0,Onsite,Female
E10402,3,Director,2022-12-28,,True,4225000,4.45,4,1,Remote,Female
E10403,6,Director,2022-03-11,,True,4502000,3.69,3,0,Hybrid,Male
E10404,1,Senior Associate,2019-01-01,,True,1498000,3.53,3,0,Hybrid,Female
E10405,7,Director,2024-11-19,,True,4761000,3.37,4,1,Onsite,Female
E10406,2,Manager,2020-12-25,2021-05-14,False,2606000,3.38,3,2,Onsite,Male
E10407,1,Analyst,2024-07-22,,True,779000,2.52,5,1,Onsite,Male
E10408,7,Associate,2019-07-24,,True,1153000,3.78,3,1,Onsite,Female
E10409,1,Senior Associate,2025-10-27,,True,1350000,3.57,2,1,Hybrid,Male
E10410,1,Analyst,2019-01-01,,True,784000,4.12,4,0,Hybrid,Male
E10411,7,Senior Associate,2025-08-28,,True,1535000,3.67,4,0,Hybrid,Male
E10412,7,Senior Associate,2025-02-25,,True,1755000,3.49,5,0,Hybrid,Male
E10413,4,Analyst,2021-09-09,,True,725000,2.99,4,0,Hybrid,Female
E10414,4,Senior Associate,2024-10-17,,True,1650000,3.65,5,1,Onsite,Female
E10415,2,Manager,2023-04-22,,True,2058000,4.12,4,0,Remote,Male
E10416,1,Associate,2024-06-30,,True,991000,2.8,4,0,Hybrid,Female
E10417,1,Analyst,2021-11-17,,True,722000,3.66,3,2,Onsite,Female
E10418,5,Analyst,2025-08-13,,True,704000,3.76,3,0,Onsite,Female
E10419,5,Associate,2026-04-18,,True,989000,3.1,5,0,Hybrid,Male
E10420,5,Senior Manager,2025-04-14,,True,2660000,3.19,3,0,Hybrid,Female
E10421,5,Analyst,2024-04-22,,True,835000,3.76,3,0,Onsite,Male
E10422,1,Senior Associate,2025-11-15,,True,1338000,2.81,3,1,Hybrid,Male
E10423,2,Analyst,2025-01-02,,True,847000,3.84,3,1,Hybrid,Male
E10424,1,Associate,2024-10-04,2025-07-16,False,944000,2.97,3,2,Hybrid,Male
E10425,3,Manager,2026-04-19,,True,1938000,4.34,2,0,Onsite,Male
E10426,2,Manager,2023-07-08,,True,2304000,5.0,4,0,Onsite,Male
E10427,7,Analyst,2019-02-24,,True,753000,3.0,3,0,Remote,Female
E10428,2,Associate,2025-12-09,,True,1072000,3.97,3,1,Remote,Male
E10429,1,Analyst,2023-05-25,2024-02-12,False,771000,3.09,2,0,Onsite,Female
E10430,1,Associate,2022-10-10,,True,1000000,4.33,1,0,Onsite,Female
E10431,5,Senior Associate,2024-08-24,,True,1641000,2.71,3,0,Onsite,Male
E10432,4,Analyst,2022-05-21,,True,753000,3.94,4,1,Onsite,Male
E10433,1,Associate,2024-09-11,2026-02-19,False,1017000,2.99,2,1,Hybrid,Female
E10434,1,Associate,2024-02-08,,True,1189000,3.46,5,1,Remote,Male
E10435,5,Senior Manager,2026-06-22,,True,3349000,2.88,3,1,Onsite,Female
E10436,1,VP,2022-06-28,,True,6745000,4.18,3,0,Onsite,Female
E10437,6,Analyst,2022-10-23,,True,838000,3.01,3,0,Remote,Male
E10438,5,Manager,2026-05-14,,True,2566000,3.99,1,0,Onsite,Male
E10439,1,Associate,2024-12-07,,True,1088000,3.36,4,1,Remote,Male
E10440,1,Associate,2019-01-01,,True,975000,3.52,4,0,Hybrid,Female
E10441,7,Manager,2024-08-21,,True,2563000,3.7,4,0,Remote,Female
E10442,2,Senior Manager,2024-02-15,,True,2802000,3.07,3,1,Onsite,Female
E10443,2,Director,2019-01-01,2022-03-21,False,3851000,3.75,3,2,Onsite,Male
E10444,6,Senior Associate,2022-03-12,,True,1471000,4.67,3,0,Hybrid,Male
E10445,7,Associate,2023-07-12,,True,1154000,3.06,5,0,Hybrid,Male
E10446,7,Manager,2021-01-19,,True,2569000,4.42,3,1,Onsite,Female
E10447,5,Analyst,2019-09-10,,True,786000,4.65,4,0,Remote,Male
E10448,2,Senior Associate,2024-06-02,,True,1788000,3.03,3,1,Hybrid,Male
E10449,1,Associate,2024-04-20,,True,932000,2.58,3,0,Hybrid,Female
E10450,5,Senior Associate,2024-11-01,,True,1336000,3.81,3,0,Onsite,Male
E10451,4,Analyst,2019-01-01,,True,778000,3.22,2,0,Hybrid,Male
E10452,2,Analyst,2022-06-06,,True,867000,4.91,4,0,Hybrid,Male
E10453,7,Senior Manager,2026-03-15,,True,3120000,3.62,3,0,Onsite,Male
E10454,1,Analyst,2019-09-23,,True,643000,3.04,4,1,Remote,Female
E10455,2,Associate,2024-04-07,,True,977000,2.8,2,2,Onsite,Male
E10456,1,Analyst,2026-04-04,,True,690000,4.36,5,1,Onsite,Male
E10457,2,Analyst,2023-10-13,,True,713000,3.2,3,2,Onsite,Male
E10458,1,Analyst,2024-08-29,,True,641000,3.63,4,0,Hybrid,Male
E10459,1,Analyst,2019-05-04,,True,852000,4.27,4,0,Hybrid,Male
E10460,1,Senior Manager,2025-09-21,,True,3133000,3.26,5,0,Onsite,Male
E10461,5,Associate,2020-07-13,,True,1135000,3.57,3,0,Onsite,Female
E10462,5,Director,2023-09-20,,True,3879000,3.59,4,0,Onsite,Male
E10463,4,Senior Associate,2026-04-23,,True,1332000,4.08,3,1,Onsite,Female
E10464,7,Associate,2019-01-01,,True,1105000,4.01,3,2,Hybrid,Male
E10465,2,Senior Associate,2024-01-19,,True,1755000,3.45,3,1,Onsite,Female
E10466,1,Associate,2025-04-30,,True,1085000,3.64,3,0,Onsite,Male
E10467,6,Manager,2024-05-04,,True,2535000,3.34,5,1,Remote,Male
E10468,1,Associate,2019-11-07,,True,1184000,2.57,2,1,Hybrid,Female
E10469,7,Associate,2025-04-05,,True,927000,3.78,3,2,Hybrid,Male
E10470,1,Senior Manager,2025-10-08,,True,2815000,4.92,4,0,Onsite,Male
E10471,7,Director,2026-01-11,,True,4747000,2.98,3,0,Onsite,Male
E10472,1,Senior Manager,2025-04-17,,True,3060000,3.06,4,1,Hybrid,Male
E10473,7,Associate,2021-05-04,,True,1002000,2.99,2,0,Onsite,Male
E10474,3,Manager,2024-04-29,,True,2198000,4.11,3,0,Onsite,Male
E10475,7,Associate,2025-08-14,,True,1056000,3.91,3,1,Remote,Female
E10476,1,Associate,2025-11-17,,True,1219000,3.49,5,1,Remote,Female
E10477,4,Analyst,2025-02-13,,True,655000,2.96,4,0,Onsite,Female
E10478,7,Senior Associate,2019-01-01,,True,1447000,3.66,5,0,Onsite,Male
E10479,3,Analyst,2025-01-25,,True,762000,2.5,2,0,Remote,Male
E10480,4,Associate,2019-01-01,,True,1144000,3.7,3,1,Onsite,Female
E10481,5,Senior Manager,2024-03-27,,True,3250000,4.21,3,0,Hybrid,Male
E10482,2,Analyst,2025-10-29,,True,861000,2.72,1,0,Remote,Female
E10483,4,Analyst,2019-01-01,,True,825000,2.53,3,0,Remote,Male
E10484,4,Analyst,2024-05-25,,True,766000,4.71,4,0,Hybrid,Male
E10485,7,Director,2022-04-14,,True,4096000,3.17,3,0,Onsite,Female
E10486,1,Associate,2019-01-01,,True,1058000,4.4,3,2,Onsite,Female
E10487,1,Associate,2026-04-28,,True,1143000,3.49,4,0,Remote,Female
E10488,7,Manager,2026-02-25,,True,2506000,3.49,4,0,Remote,Female
E10489,7,Manager,2022-02-26,,True,2595000,3.91,3,0,Hybrid,Female
E10490,2,Associate,2025-05-16,2026-01-15,False,1112000,2.98,3,2,Hybrid,Male
E10491,4,Senior Associate,2025-10-21,,True,1572000,3.69,3,1,Hybrid,Female
E10492,1,Manager,2026-05-13,2026-06-19,False,1903000,3.33,3,0,Hybrid,Female
E10493,1,Senior Associate,2026-06-04,,True,1342000,2.68,4,0,Hybrid,Female
E10494,2,Analyst,2021-06-04,,True,668000,3.84,3,0,Hybrid,Male
E10495,2,Senior Manager,2026-01-03,,True,2666000,3.42,4,1,Hybrid,Female
E10496,4,Senior Associate,2024-05-08,,True,1508000,3.49,4,0,Onsite,Male
E10497,1,Associate,2023-04-30,,True,1018000,2.75,4,4,Hybrid,Male
E10498,7,Associate,2024-08-05,,True,1123000,4.71,3,2,Hybrid,Male
E10499,7,Analyst,2026-05-28,,True,761000,4.21,3,1,Onsite,Male
E10500,5,Analyst,2021-04-14,,True,776000,4.27,4,1,Hybrid,Male
E10501,3,Manager,2026-06-18,,True,2237000,3.39,3,0,Hybrid,Female
E10502,1,Analyst,2021-08-11,,True,698000,2.39,3,0,Remote,Female
E10503,6,Associate,2019-01-01,,True,1233000,4.97,3,1,Onsite,Male
E10504,5,Senior Associate,2024-07-26,,True,1349000,3.56,3,0,Hybrid,Female
E10505,1,Analyst,2023-11-20,,True,860000,3.08,4,0,Onsite,Male
E10506,7,Director,2024-04-16,,True,4238000,3.89,3,1,Remote,Male
E10507,6,Analyst,2024-10-26,,True,756000,4.42,3,2,Onsite,Male
E10508,7,Associate,2019-01-21,,True,938000,3.58,3,0,Hybrid,Female
E10509,5,Associate,2019-01-01,,True,925000,4.5,3,2,Hybrid,Male
E10510,4,Analyst,2025-02-07,,True,735000,4.36,4,0,Onsite,Male
E10511,2,Analyst,2023-03-31,2023-07-30,False,812000,2.85,4,1,Remote,Male
E10512,7,Manager,2019-01-01,,True,2088000,3.13,3,1,Remote,Female
E10513,6,Director,2019-01-01,,True,4607000,4.27,1,0,Onsite,Female
E10514,1,Analyst,2024-01-28,,True,698000,1.7,3,1,Onsite,Male
E10515,1,Senior Associate,2024-06-11,,True,1502000,3.5,4,1,Onsite,Male
E10516,2,Manager,2025-05-21,,True,2556000,2.6,3,0,Onsite,Female
E10517,6,Manager,2019-01-01,,True,2519000,3.27,4,1,Remote,Female
E10518,7,Associate,2025-12-22,,True,1081000,3.39,3,0,Remote,Male
E10519,1,Associate,2023-07-18,,True,983000,3.35,4,1,Onsite,Female
E10520,4,Associate,2025-05-14,,True,968000,3.21,3,1,Hybrid,Female
E10521,2,Senior Associate,2025-05-20,,True,1789000,2.83,4,0,Hybrid,Male
E10522,7,Manager,2024-09-23,,True,2039000,5.0,3,1,Onsite,Male
E10523,6,Analyst,2019-01-01,,True,828000,4.91,4,1,Onsite,Male
E10524,6,Associate,2026-04-22,,True,1029000,2.79,2,1,Onsite,Female
E10525,2,Senior Manager,2023-07-22,,True,3610000,4.71,3,0,Hybrid,Male
E10526,2,Manager,2026-03-16,,True,2161000,3.32,4,0,Hybrid,Male
E10527,1,VP,2025-12-05,2026-04-18,False,6650000,3.69,3,1,Hybrid,Female
E10528,1,Manager,2024-07-11,,True,2359000,3.56,4,0,Onsite,Female
E10529,6,Associate,2024-01-25,,True,1237000,3.14,4,0,Hybrid,Male
E10530,6,Senior Associate,2025-06-24,,True,1800000,4.29,3,0,Hybrid,Male
E10531,7,Senior Associate,2025-03-15,,True,1664000,3.69,3,0,Remote,Male
E10532,7,Analyst,2026-03-10,,True,815000,3.27,3,1,Onsite,Female
E10533,4,Senior Associate,2025-04-08,,True,1591000,2.69,3,2,Remote,Female
E10534,5,Senior Associate,2019-01-01,2024-06-22,False,1689000,2.97,3,1,Remote,Male
E10535,7,Analyst,2019-01-01,,True,841000,2.45,4,2,Onsite,Female
E10536,6,Manager,2025-02-09,,True,2247000,3.61,3,1,Onsite,Female
E10537,1,Senior Associate,2023-08-14,,True,1620000,2.76,3,0,Remote,Male
E10538,2,Director,2019-01-01,,True,4570000,3.41,3,1,Hybrid,Female
E10539,1,Analyst,2026-06-24,,True,768000,4.56,1,0,Remote,Male
E10540,7,Analyst,2020-10-29,,True,848000,4.44,3,0,Hybrid,Female
E10541,4,Senior Associate,2019-01-01,,True,1485000,3.58,4,1,Hybrid,Male
E10542,1,Associate,2026-03-04,,True,973000,3.54,4,1,Onsite,Male
E10543,5,Senior Associate,2025-11-24,,True,1537000,4.92,3,0,Onsite,Male
E10544,4,Manager,2019-01-01,,True,2043000,3.96,5,1,Remote,Female
E10545,2,Analyst,2023-11-15,,True,752000,3.37,3,1,Onsite,Male
E10546,1,Associate,2026-06-14,,True,1216000,2.6,5,0,Onsite,Male
E10547,5,Associate,2025-06-26,,True,1116000,3.88,4,0,Hybrid,Other
E10548,3,Associate,2024-06-18,2024-11-17,False,1199000,4.18,4,1,Hybrid,Female
E10549,5,Director,2022-06-23,,True,4024000,3.16,2,1,Onsite,Female
E10550,3,Manager,2021-12-30,,True,2552000,3.8,3,1,Onsite,Male
E10551,6,Senior Associate,2019-01-01,,True,1610000,3.35,1,2,Hybrid,Female
E10552,4,Senior Associate,2025-05-06,,True,1321000,3.47,4,0,Onsite,Male
E10553,4,Associate,2023-11-13,,True,1122000,1.86,3,1,Hybrid,Male
E10554,6,Senior Manager,2023-11-26,,True,3576000,3.44,4,1,Onsite,Male
E10555,2,Senior Associate,2024-09-22,,True,1345000,4.28,3,0,Remote,Male
E10556,1,Manager,2025-11-13,,True,2318000,3.16,4,0,Hybrid,Male
E10557,1,Senior Manager,2019-01-01,,True,3539000,3.64,2,0,Hybrid,Male
E10558,5,Analyst,2019-12-17,,True,632000,3.07,3,0,Onsite,Female
E10559,4,Manager,2024-02-24,,True,2354000,3.85,3,1,Hybrid,Male
E10560,5,Analyst,2023-05-08,,True,746000,3.45,3,2,Onsite,Male
E10561,1,Associate,2025-08-15,,True,1021000,2.94,3,0,Onsite,Male
E10562,1,Associate,2023-10-29,,True,1120000,4.53,4,0,Hybrid,Female
E10563,1,Director,2022-06-15,,True,3857000,4.25,2,1,Hybrid,Male
E10564,2,Senior Manager,2024-01-13,,True,3374000,3.18,3,0,Hybrid,Male
E10565,4,Senior Associate,2019-01-01,,True,1307000,3.95,4,0,Onsite,Male
E10566,2,Manager,2023-04-12,,True,2116000,3.98,2,0,Onsite,Female
E10567,2,Senior Associate,2024-12-02,,True,1561000,4.05,5,0,Remote,Male
E10568,7,Director,2021-06-17,,True,4334000,2.41,5,0,Hybrid,Male
E10569,2,Associate,2025-11-11,,True,1008000,4.3,2,2,Hybrid,Male
E10570,3,Associate,2024-11-04,,True,1191000,3.2,3,0,Hybrid,Female
E10571,5,Analyst,2025-01-17,,True,859000,3.35,3,1,Onsite,Male
E10572,2,Manager,2024-07-28,,True,2532000,5.0,4,1,Hybrid,Female
E10573,4,Manager,2021-04-24,,True,2274000,3.81,3,1,Onsite,Male
E10574,6,Associate,2024-03-30,,True,1209000,3.33,4,1,Hybrid,Female
E10575,7,Analyst,2021-02-11,2022-02-12,False,856000,2.06,4,0,Hybrid,Female
E10576,1,Manager,2023-07-28,,True,2191000,4.57,2,0,Remote,Female
E10577,7,Analyst,2025-01-26,,True,699000,2.66,4,0,Hybrid,Male
E10578,2,Senior Associate,2020-11-03,,True,1355000,2.9,4,1,Onsite,Male
E10579,1,Director,2025-07-28,2025-11-30,False,4484000,3.37,3,1,Hybrid,Male
E10580,2,Associate,2025-08-19,,True,1231000,4.59,4,0,Onsite,Female
E10581,7,Analyst,2024-02-09,,True,767000,4.14,4,1,Onsite,Female
E10582,2,Senior Associate,2025-06-20,,True,1644000,3.49,3,0,Onsite,Male
E10583,1,Manager,2026-06-20,,True,1973000,3.82,3,0,Hybrid,Female
E10584,4,Senior Associate,2022-12-09,,True,1378000,3.18,3,0,Onsite,Male
E10585,1,Director,2024-01-23,,True,4463000,3.7,2,1,Hybrid,Female
E10586,1,Analyst,2024-06-28,,True,863000,3.65,5,0,Remote,Male
E10587,1,Associate,2019-01-01,,True,1026000,4.28,2,0,Hybrid,Male
E10588,1,Senior Associate,2023-08-13,,True,1750000,4.28,4,0,Onsite,Male
E10589,1,Senior Manager,2019-09-19,,True,2732000,3.95,3,0,Onsite,Female
E10590,1,Analyst,2025-12-27,,True,781000,3.35,1,2,Hybrid,Female
E10591,5,Manager,2023-08-18,,True,2331000,4.12,5,0,Remote,Male
E10592,1,Senior Associate,2019-08-08,,True,1741000,3.54,4,1,Onsite,Male
E10593,2,Associate,2023-07-09,,True,901000,2.84,3,0,Hybrid,Male
E10594,7,Analyst,2022-03-09,,True,677000,3.32,3,1,Hybrid,Male
E10595,2,Senior Manager,2024-11-29,,True,2833000,3.66,2,0,Hybrid,Male
E10596,5,Analyst,2026-03-03,,True,863000,4.24,3,2,Remote,Male
E10597,1,Associate,2024-05-30,,True,954000,3.47,3,0,Hybrid,Male
E10598,1,Associate,2024-10-15,,True,913000,2.75,3,0,Remote,Female
E10599,1,Senior Manager,2019-08-16,,True,3152000,3.64,5,1,Onsite,Female
E10600,1,Senior Associate,2025-07-18,,True,1573000,3.68,3,0,Hybrid,Male
E10601,1,Manager,2019-01-01,,True,2510000,3.73,4,1,Hybrid,Female
E10602,1,Analyst,2019-01-01,,True,862000,4.24,4,0,Onsite,Male
E10603,1,Senior Associate,2025-07-12,,True,1578000,4.31,3,0,Hybrid,Female
E10604,1,Senior Associate,2025-01-15,2025-02-14,False,1777000,3.18,4,0,Onsite,Male
E10605,2,Manager,2019-01-01,,True,2423000,3.17,3,0,Onsite,Female
E10606,1,Senior Manager,2019-01-01,,True,2879000,2.87,4,2,Onsite,Male
E10607,2,Analyst,2024-07-02,,True,857000,4.09,3,0,Hybrid,Male
E10608,3,Senior Associate,2025-03-07,,True,1644000,4.61,2,1,Remote,Female
E10609,5,Analyst,2023-12-15,,True,731000,3.38,4,0,Hybrid,Male
E10610,1,Senior Associate,2022-07-14,,True,1650000,3.43,3,1,Hybrid,Male
E10611,5,Associate,2025-05-30,,True,1040000,4.63,4,0,Onsite,Female
E10612,4,Associate,2021-12-15,,True,940000,3.95,5,0,Remote,Female
E10613,1,Associate,2026-04-26,,True,1152000,3.91,2,0,Hybrid,Male
E10614,6,Senior Associate,2026-04-30,,True,1723000,2.77,3,0,Hybrid,Male
E10615,7,Associate,2024-11-01,,True,1155000,4.08,3,0,Hybrid,Male
E10616,1,Manager,2025-01-05,,True,2058000,2.95,4,0,Onsite,Female
E10617,1,Associate,2025-03-16,,True,1235000,2.81,4,1,Hybrid,Male
E10618,6,Analyst,2024-03-13,,True,636000,3.36,3,0,Remote,Female
E10619,5,Manager,2025-03-07,,True,2135000,3.19,3,1,Onsite,Male
E10620,1,Associate,2025-10-09,,True,991000,3.44,4,0,Hybrid,Male
E10621,1,Associate,2025-03-28,,True,917000,2.59,2,0,Remote,Male
E10622,2,Senior Associate,2019-01-01,2020-09-24,False,1511000,4.27,4,0,Onsite,Male
E10623,2,Associate,2024-09-10,,True,1118000,4.39,4,1,Remote,Female
E10624,4,Analyst,2024-06-29,,True,846000,2.24,5,0,Remote,Male
E10625,2,Associate,2023-07-28,,True,1246000,4.28,3,0,Hybrid,Female
E10626,2,Director,2019-01-01,,True,4968000,3.03,2,0,Onsite,Male
E10627,5,Senior Associate,2025-07-22,,True,1543000,4.2,3,0,Onsite,Male
E10628,1,Senior Associate,2022-08-08,,True,1672000,3.55,2,0,Onsite,Male
E10629,1,Senior Associate,2022-03-18,,True,1733000,3.62,5,1,Hybrid,Female
E10630,5,Analyst,2023-04-25,,True,744000,3.47,2,0,Hybrid,Female
E10631,7,Associate,2026-03-08,,True,1175000,4.45,4,0,Hybrid,Male
E10632,3,Manager,2022-08-26,,True,2245000,2.73,3,0,Onsite,Female
E10633,3,Analyst,2026-04-10,2026-06-22,False,725000,4.03,3,0,Onsite,Male
E10634,1,Analyst,2023-05-30,,True,759000,4.37,2,2,Hybrid,Female
E10635,2,Analyst,2021-11-30,,True,796000,4.1,4,0,Hybrid,Female
E10636,3,Associate,2025-09-10,,True,1154000,5.0,3,0,Remote,Female
E10637,1,VP,2020-03-21,,True,6662000,3.23,3,1,Hybrid,Female
E10638,1,Analyst,2026-05-24,2026-06-26,False,770000,4.27,5,2,Hybrid,Female
E10639,2,Associate,2020-03-04,,True,1218000,3.53,3,1,Hybrid,Other
E10640,1,Analyst,2024-05-25,,True,869000,4.46,3,0,Hybrid,Male
E10641,1,Director,2025-08-30,,True,4114000,3.59,3,0,Onsite,Male
E10642,1,Analyst,2026-01-04,,True,677000,3.33,2,1,Remote,Female
E10643,1,Associate,2019-01-01,,True,1137000,4.51,5,1,Hybrid,Female
E10644,1,Manager,2026-03-30,,True,2195000,3.26,3,1,Onsite,Male
E10645,7,Senior Associate,2025-09-28,,True,1317000,2.61,2,0,Onsite,Male
E10646,4,Associate,2025-01-16,,True,1021000,3.24,3,1,Onsite,Female
E10647,5,Associate,2023-03-15,,True,1182000,4.03,4,0,Hybrid,Female
E10648,5,Associate,2023-10-26,,True,1179000,4.57,3,0,Onsite,Male
E10649,2,Analyst,2026-01-15,,True,751000,3.68,4,1,Onsite,Male
E10650,1,Analyst,2025-05-02,,True,746000,4.52,2,1,Hybrid,Male
E10651,3,Associate,2025-07-27,,True,1103000,2.65,3,0,Onsite,Male
E10652,4,Analyst,2025-09-06,,True,684000,3.29,4,0,Hybrid,Female
E10653,5,Associate,2024-09-10,,True,1084000,3.4,2,0,Hybrid,Female
E10654,2,Senior Associate,2022-05-08,2026-06-02,False,1311000,3.52,4,1,Hybrid,Male
E10655,1,Director,2025-08-30,,True,4479000,3.66,2,1,Onsite,Male
E10656,1,Senior Associate,2024-12-10,,True,1476000,4.08,4,0,Onsite,Female
E10657,2,Analyst,2024-10-22,,True,795000,3.29,3,1,Onsite,Male
E10658,5,Analyst,2019-01-01,,True,786000,3.7,4,0,Hybrid,Male
E10659,4,Director,2019-01-01,,True,4340000,3.57,3,2,Hybrid,Female
E10660,2,Associate,2021-01-05,,True,903000,2.95,2,0,Onsite,Female
E10661,7,Analyst,2025-07-22,,True,692000,3.52,3,0,Hybrid,Male
E10662,4,Senior Associate,2026-04-05,,True,1626000,3.5,2,0,Onsite,Female
E10663,1,Senior Associate,2025-03-14,,True,1342000,3.48,3,1,Remote,Male
E10664,1,Senior Associate,2025-06-10,2025-07-16,False,1360000,3.62,3,0,Remote,Male
E10665,1,Analyst,2024-02-05,2024-07-03,False,789000,3.65,3,1,Hybrid,Male
E10666,1,Analyst,2021-05-17,,True,815000,3.3,4,0,Hybrid,Male
E10667,1,Director,2019-11-03,,True,4253000,4.49,4,3,Hybrid,Male
E10668,1,Analyst,2020-02-24,,True,750000,2.78,4,1,Hybrid,Male
E10669,1,Senior Associate,2024-12-24,,True,1785000,3.1,3,2,Hybrid,Female
E10670,1,Senior Associate,2022-07-16,,True,1785000,5.0,3,1,Remote,Female
